disease_id,phase,time_range,substrate,disease_severity_class,mechanism,organ_pages_to_link,evidence_anchors,B_cells,naive_B_cells,memory_B_cells,plasma_cells,CD4_T_cells,CD8_T_cells,naive_CD4_T_cells,naive_CD8_T_cells,memory_CD4_T_cells,memory_CD8_T_cells,memory_T_cells_pooled,regulatory_T_cells,NK_cells,neutrophils,eosinophils,basophils,granulocytes_pooled,monocytes,macrophages_peripheral,microglia,kupffer_cells,pulmonary_macrophages,oral_macrophages,dendritic_cells,IC_immune_pooled,leukocyte_pooled,PBMC,MPP,L_MPP,CMP,GMP,MEP,erythroblast,erythroid_progenitor,nRBC,megakaryocyte,OPC,NeuIm,HSPC_pooled,cortical_neurons,neurons_pooled,oligodendrocytes,cardiomyocytes,left_atrium,kera_diff,epi_upper,NeuMa,brain_pooled,skeletal_muscle,glia,astrocytes,breast_ductal,breast_lobular,breast_secretory_pooled,breast_LE,breast_BE,liver_hepatocytes,liver_bile_duct,cholangiocytes,pancreatic_beta_cells,pancreatic_acinar_cells,pancreatic_duct_cells,pancreatic_endocrine_pooled,pancreatic_exocrine_pooled,prostate_LE,prostate_BE,prostate_Fib,prostate_EC,prostate_SM,prostate_Leu,gastric_differentiated,gastric_antrum_diff,gastric_corpus_diff,gastric_fundus_diff,thyroid,esophageal_glandular,skin_melanocytes,head_neck_larynx_secretory,salivary,gastric_undifferentiated,gastric_antrum_undiff,gastric_corpus_undiff,gastric_fundus_undiff,colon_epithelial,small_intestine,rectal_epithelium,eso_basal,eso_epi_basal,eso_epi_stratified,eso_epi_suprabasal,lung_epithelial,lung_airway,kidney_epithelial,bladder_epithelial,bladder_loyfer_bulk,cervix_uterine,prostate_basal_cycling,breast_basal_cycling,skin_keratinocytes,pancreatic_ductal_cycling,head_neck_larynx,epithelial_cycling_pooled,fibroblasts,endothelial_cells,vascular_endothelial,adipocytes,smooth_muscle,cardiac_fibroblasts,cardiac_endothelial,cardiac_smooth_muscle,cardiac_stromal_pooled,pancreatic_stellate,hepatic_stellate,brain_astrocytes,osteoblasts,BMSC,placenta,mammary_stromal,stromal_pooled,HSC,stem_pluri,class_mean_secretory,class_mean_immune,class_mean_progenitor,class_mean_cycling,class_mean_terminal,class_mean_stromal,class_mean_stem_adult,class_mean_stem_pluri
esophageal_cancer_eac,pre_malignant_barretts,Barrett's esophagus precursor,tumor_tissue,PRE_MALIGNANT,pooled_positive_pre_malignant,cycling:esophagus,VAL-127 Barrett-positive within ESCA d=+4.50 vs Barrett-negative d=+2.81 (+1.69 d-units),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cervical_cancer,pre_malignant_cin3,CIN3 high-grade dysplasia (Verlaat anchor),tumor_tissue,PRE_MALIGNANT,pooled_positive_HPV_stratified,cycling:cervix,VAL-073 Verlaat monotonic Normal<CIN3<SCC d=+0.7253,,,,,+0.5/+0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+0.5/+0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cervical_cancer,tumor_tissue,invasive cervical cancer SCC,tumor_tissue,ACTIVE_TUMOR,pooled_positive_HPV_stratified,cycling:cervix,VAL-073 d=+0.7253; VAL-074 (HPV-neg normals) d=−0.61; VAL-081 d=−0.43 — cohort heterogeneity per CCL-019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+0.7253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bladder_cancer,tumor_tissue,"TCGA-BLCA n=440, n=21 paired",tumor_tissue_paired,ACTIVE_TUMOR,pooled_positive_loudest_immune_in_cookbook,cycling:bladder,"VAL-119/120/121/122; VAL-120 paired d=+1.90 (3.8x louder than prostate); VAL-121 BladderRef Epi d=−1.46; VAL-122 Salas IDOL all 6/6 POSITIVE | v1_10 2026-06-28: bladder_loyfer_bulk +1.91 REMOVED (global-entropy elevation — all Loyfer tiles +1.9..+3.2 in BLCA, not a cell-of-origin signal). Cell-of-origin = BladderRef Epi -1.46. VAL-121.",+1.15,,,,+0.5/+1.0,+0.5/+1.0,,,,,,,+0.79,+1.24,,,,+1.13,+0.5/+1.0,,,,,,+0.5905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.46,,,,,,,,,+0.3691,+0.4069,,,,,,,,,,,,,,,,,,,,,,,,,
kidney_cancer,tumor_tissue,predicted; v0.1 card pending,tumor_tissue,ACTIVE_TUMOR,pooled_positive_cycling_predicted,cycling:kidney,immune-atlas Section 5 PREDICTED d=+0.30/+0.50; VAL-106 calibration anchor (KIRC adjacent-normal),,,,,+0.30/+0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+0.5/+1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glioma_lgg,active,low-grade glioma at diagnosis,whole_blood_buffy_coat,ACTIVE,pooled_positive_orthogonal_to_cellfraction,"terminal:cortical_neurons,immune:microglia","VAL-088 pre-surgery LGG d=+1.25; VAL-090 LGG cortical-neuron 1.292% d=+1.96; Gasparoni cortical_glia → Glia (terminal-class 12th cell type, post-immune-MCMC re-run pending)",,,,,+1.25,,,,,,,,,+1.0/+1.5,,,,,,+0.5/+1.5,,,,,,,,,,,,,,,,,,,,+1.96,,,,,,,,,,+0.5/+1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glioma_gbm,active,glioblastoma at diagnosis,whole_blood_buffy_coat,ACTIVE,pooled_positive_orthogonal_to_cellfraction,"terminal:cortical_neurons,immune:microglia","VAL-088 pre-surgery GBM d=+0.80; VAL-090 cortical-neuron d=+1.96; Gasparoni cortical_glia → Glia (terminal-class 12th cell type, post-immune-MCMC re-run pending)",,,,,+0.80,,,,,,,,,+1.0/+1.5,,,,,,+1.0/+2.0,,,,,,,,,,,,,,,,,,,,+1.96,,,,,,,,,,+1.0/+2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glioma_gbm,tumor_tissue,TCGA-GBM tissue (GSE60274 Lai 2015),tumor_tissue,ACTIVE_TUMOR,pooled_positive_terminal_class_displacement,terminal:cortical_neurons,"VAL-089 GBM primary d=+0.243 wide CI; recurrent d=+1.167; spheres d=−1.805; Gasparoni cortical_glia → Glia (terminal-class 12th cell type, post-immune-MCMC re-run pending) | v1_10 2026-06-28: cortical_neurons -2.81 REMOVED (unsourced; VAL-089 measures terminal-class A-score primary +0.243/recurrent +1.167/spheres -1.805, no cortical_neurons tile in GBM tumor). Displacement direction predicted, magnitude unvalidated.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+1.0/+2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leukemia_aml,pre_malignant_chip,CHIP precursor — years before AML,whole_blood_buffy_coat,PRE_MALIGNANT,pooled_positive_clonal_expansion,"progenitor:GMP,stem_adult:HSC",G-2026-P010 CHIP-to-AML serial trajectory prediction; pending VAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,+0.5/+1.0,,+0.5/+1.0,+0.5/+1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+0.3/+0.7,,,,,,,,,
leukemia_aml,active,active AML (strongest single-cohort effect in cookbook),whole_blood_buffy_coat,URGENT_CLINICAL,myeloid_dedifferentiation_identity_loss_readout_compartment,"progenitor:GMP,stem_adult:HSC","IAMAtlas full run GSE62298 AML (HM450) vs GSE51057 HC (EPIC); cross-platform, blood-assessable cells only; immune class d=-1.06; neutrophil d=-1.43; B-cells d=+1.03",1.03,,,,-0.48,-0.48,,,,,,,-0.37,-1.43,,,,-0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.06,,,,,,
leukemia_cml,active,CML (BCR::ABL1),whole_blood_buffy_coat,URGENT_CLINICAL,pooled_positive_disease_in_readout_compartment,"progenitor:GMP,stem_adult:HSC",heme-epic v0.1 myeloid arm pending validation,,,,,,,,,,,,,,+1.0/+2.0,,,,+0.5/+1.0,,,,,,,,,,,,,+1.0/+2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+0.5/+1.0,,,,,,,,,
mds,active,myelodysplastic syndromes,whole_blood_buffy_coat,ACTIVE,myeloid_dysplasia_impaired_maturation_identity_loss,"progenitor:GMP,stem_adult:HSC",heme-epic v0.1 myeloid arm pending validation | SIGN-CORRECTED 2026-06-28: per-cell mature-identity set to IAMAtlas convention (dedifferentiation->down) per Identity-Direction Rule; AML sister-case confirmed GSE63409 (GMP d=-1.95); Stage1_Xu538 detector retained up; progenitor/blast cells retained; dedicated same-series validation = recommended Tier-confirm.,,,,,,,,,,,,,,-0.5/-1.0,,,,,,,,,,,,,,,,,-0.5/-1.0,,,-0.5/-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+0.3/+0.7,,,,,,,,,
mpn,active,myeloproliferative neoplasms (PV/ET/PMF),whole_blood_buffy_coat,ACTIVE,pooled_positive_lineage_specific_expansion,"progenitor:MEP,progenitor:erythroid_progenitor,progenitor:megakaryocyte",heme-epic v0.1 myeloid arm pending validation,,,,,,,,,,,,,,+0.5/+1.0,,,,+0.5/+1.0,,,,,,,,,,,,,,+0.5/+1.5,,+0.5/+2.0,,+0.5/+2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leukemia_b_all,active,B-cell ALL,whole_blood_buffy_coat,URGENT_CLINICAL,lymphoblast_dedifferentiation_mature_identity_loss_readout_compartment,"immune:B_cells,progenitor:L_MPP",MARLIN reference 686 B-ALL pending validation | SIGN-CORRECTED 2026-06-28: per-cell mature-identity set to IAMAtlas convention (dedifferentiation->down) per Identity-Direction Rule; AML sister-case confirmed GSE63409 (GMP d=-1.95); Stage1_Xu538 detector retained up; progenitor/blast cells retained; dedicated same-series validation = recommended Tier-confirm.,-1.0/-2.0,,,,-0.0/-0.5,,,,,,,,,,,,,,,,,,,,,,,,+1.0/+2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leukemia_t_all,active,T-cell ALL,whole_blood_buffy_coat,URGENT_CLINICAL,lymphoblast_dedifferentiation_mature_identity_loss_readout_compartment,"immune:CD4_T_cells,immune:CD8_T_cells,progenitor:L_MPP",MARLIN 266 T-ALL pending validation | SIGN-CORRECTED 2026-06-28: per-cell mature-identity set to IAMAtlas convention (dedifferentiation->down) per Identity-Direction Rule; AML sister-case confirmed GSE63409 (GMP d=-1.95); Stage1_Xu538 detector retained up; progenitor/blast cells retained; dedicated same-series validation = recommended Tier-confirm.,,,,,-1.0/-2.0,-1.0/-2.0,,,,,,,,,,,,,,,,,,,,,,,+1.0/+2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lymphoma_dlbcl,active,DLBCL (largest immune-class ΔA in framework),whole_blood_buffy_coat,URGENT_CLINICAL,pooled_positive_B_cell_dominant,"immune:B_cells,immune:memory_B_cells",heme-epic A≈1.13 ΔA=+0.203 (Chapuy 2018 n=48); largest immune-class ΔA in cookbook,+1.5/+2.5,,+0.5/+1.5,+0.0/+0.5,-0.3/+0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leukemia_cll,long_pre_dx,>10 years before diagnosis,whole_blood_buffy_coat,PRE_DIAGNOSTIC,pooled_positive_B_cell_dominant,"immune:B_cells,immune:memory_B_cells","EnviroGenomarkers Georgiadis 2017 n=347, 28 future-CLL 2-15.7yr pre-dx",+0.5/+1.0,,+0.3/+0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leukemia_cll,active,active CLL (indolent),whole_blood_buffy_coat,ACTIVE,pooled_positive_B_cell_dominant,"immune:B_cells,immune:memory_B_cells",heme-epic A≈1.07 ΔA=+0.098,+1.0/+1.5,,+0.5/+1.0,,-0.3/+0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thymoma,active,thymoma (T-cell origin),whole_blood_buffy_coat,URGENT_CLINICAL,pooled_positive_T_cell_dominant,immune:CD8_T_cells,heme-epic A≈1.09 ΔA=+0.120 (TCGA-THYM n=120),-0.3/+0.0,,,,+0.5/+1.0,+1.0/+2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
multiple_myeloma,pre_malignant_mgus,MGUS / smoldering myeloma,whole_blood_buffy_coat,PRE_MALIGNANT,pooled_positive_plasma_clonal_expansion,immune:plasma_cells,heme-epic v0.1 build-out pending,-0.3/+0.0,,,+0.5/+1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
multiple_myeloma,active,active multiple myeloma,whole_blood_buffy_coat,URGENT_CLINICAL,pooled_positive_plasma_clonal_expansion,immune:plasma_cells,heme-epic Issue 002 framework calibration,-0.5/-1.0,-0.3/-0.7,,+1.5/+3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frontotemporal_dementia,active,FTD (GSE53740 GIFT cohort),whole_blood_buffy_coat,ACTIVE,pooled_null_per_cpg_partial_preservation,"immune:microglia,terminal:cortical_neurons","VAL-057 GSE53740 FTD vs HC d=+0.19 (null); VAL-091 FTD specificity arm cortical-neuron d=+0.19; Gasparoni cortical_glia → Glia (terminal-class 12th cell type, post-immune-MCMC re-run pending)",,,,,,,,,,,,,,,,,,,,+0.3/+0.7,,,,,,,,,,,,,,,,,,,,+0.19,,,,,,,,,,+0.0/+0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
psp_cbd_tauopathies,active,PSP / CBD (tauopathies),whole_blood_buffy_coat,ACTIVE,directional_panel_partial_preservation,"immune:microglia,terminal:cortical_neurons","VAL-057 GSE53740 PSP/CBD raw d=+0.185 (largest), preserves 5/7 frozen directions; F=+0.460, M=+0.380; VAL-091 PSP/CBD cortical-neuron d=−0.51 (BELOW HC); Gasparoni cortical_glia → Glia (terminal-class 12th cell type, post-immune-MCMC re-run pending)",,,,,,,,,,,,,,,,,,,,+0.3/+0.7,,,,,,,,,,,,,,,,,,,,-0.51,,,,,,,,,,+0.3/+0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pah,active,pulmonary arterial hypertension (cultured PEC substrate),cultured_pulmonary_endothelial,ACTIVE,substrate_cell_match_pure_signal,"stromal:vascular_endothelial,terminal:cardiomyocytes",VAL-109 GSE84395 cultured PECs n=39; control vs hPAH d=+0.65 / control vs iPAH d=+0.65; Caggiano heart d=+1.42 control vs iPAH (strongest); HeartRef CM d=−0.80 iPAH; Loyfer Vascular_endothelial_cells d=+0.83 hPAH,,,,,+0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.80,+0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+0.5/+1.0,,+0.79,,,,,,+1.42,,,,,,,,,,,,,,,,,,
aortic_dissection_BAV,active,"BAV+dilation, ascending aorta dissection",aortic_tissue,URGENT_CLINICAL,substrate_cell_mismatch_bulk_aorta_SMC_fibroblast_dominant,"immune:macrophages,stromal:fibroblasts",VAL-110 GSE84274 normal vs BAV+dilation d=+1.08 (strongest aortic); normal vs dissection d=+0.56; Caggiano fibroblast d=+2.10 (strongest tile); Caggiano endothelial d=+1.52; Caggiano heart d=+1.40; Caggiano macrophage d=+1.40; HeartRef CM d=−0.60; Vascular tile d=−0.04 (does not discriminate bulk aorta),,,,,+1.08,,,,,,,,,,,,,,+1.40/+1.61,,,,,+0.5/+1.0,,,,,,,,,,,,,,,,,,,-0.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+2.10,+1.52,-0.04,-0.88,+0.5/+1.5,,,,+1.40,,,,,,,,,,,,,,,,,,
ischemic_stroke,active,ischemic stroke 3-subtype on whole blood (biology-correct null),whole_blood_buffy_coat,ACTIVE,biology_correct_null_post_stroke_homogenization,,VAL-108 GSE69138 max |d|=0.167 across 3 TOAST subtypes (cardioembolic vs large-artery vs small-vessel); 3 atlases convergent null max |d|=0.19 in run-everything Phase C,,,,,,,,,,,,,,,,,,-0.17/+0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crohns_disease,active,"active flare (Crohn's pathway, GSE87650)",whole_blood_sorted,ACTIVE,population_fraction_shift_T_up_myeloid_down_DISC_GE_005,cycling:colon,VAL-128 active IBD T-up/myeloid-down population-fraction-shift signature (Pattern 7),,,,,+1.64/+1.66,+1.70,+0.5/+1.0,+1.72,,,,,,-1.34,,,,-0.5/-1.0,-0.5/-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ulcerative_colitis,active,active flare,whole_blood_sorted,ACTIVE,population_fraction_shift_T_up_myeloid_down_pattern,cycling:colon,pattern similar to Crohns; card development pending,,,,,+0.5/+1.5,+0.5/+1.5,,,,,,,,-0.5/-1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rheumatoid_arthritis,active,active disease,whole_blood_buffy_coat,ACTIVE,pooled_positive_autoantibody_lineage,"immune:memory_B_cells,immune:plasma_cells",card development pending; clinical literature,,,+0.5/+1.5,+0.5/+1.5,,,,,,,,+0.3/+0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lupus_sle,active,active disease,whole_blood_buffy_coat,ACTIVE,pooled_positive_autoantibody_lineage,"immune:memory_B_cells,immune:plasma_cells",card development pending; clinical literature,,-0.3/-0.7,+1.0/+2.0,+1.0/+2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
multiple_sclerosis,active,active disease + relapsing-remitting,whole_blood_buffy_coat,ACTIVE,pooled_positive_CNS_resident_inflammation,"immune:microglia,terminal:oligodendrocytes","card development pending; clinical literature; Gasparoni cortical_glia → Glia (terminal-class 12th cell type, post-immune-MCMC re-run pending)",,,+0.5/+1.0,,+0.5/+1.0,,,,,,,,,,,,,,,+1.0/+2.0,,,,,,,,,,,,,,,,,,,,,,-0.5/-1.0,,,,,,,,-0.3/-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
psoriasis,active,active disease,whole_blood_buffy_coat,ACTIVE,pooled_positive_T_cell_skin_hyperproliferation,"immune:regulatory_T_cells,terminal:kera_diff",card development pending,,,,,+0.3/+0.7,,,,,,,+0.3/+0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+0.5/+1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
parkinsons_disease,active,active disease (research-pending),whole_blood_buffy_coat,ACTIVE,placeholder_clinical_literature,"immune:microglia,terminal:cortical_neurons","card development pending; clinical literature; Gasparoni cortical_glia → Glia (terminal-class 12th cell type, post-immune-MCMC re-run pending)",,,,,,,,,,,,,,,,,,,,+0.5/+1.5,,,,,,,,,,,,,,,,,,,,+0.0/+0.5,,,,,,,,,,+0.3/+1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
als,active,active disease (research-pending),whole_blood_buffy_coat,ACTIVE,placeholder_clinical_literature,"immune:microglia,terminal:skeletal_muscle","terminal-class hidden disease pattern; card development pending; Gasparoni cortical_glia → Glia (terminal-class 12th cell type, post-immune-MCMC re-run pending)",,,,,,,,,,,,,,,,,,,,+0.5/+1.5,,,,,,,,,,,,,,,,,,,,+0.5/+1.0,,,,,,,,,-0.5/-1.0,+0.3/+1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
schizophrenia,active,active disease (no canonical EDEAR signature),whole_blood_buffy_coat,ACTIVE,placeholder_no_canonical_signature,immune:microglia,No cookbook validation; placeholder,,,,,,,,,,,,,,,,,,,,+0.0/+0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
major_depression,active,active disease (no canonical EDEAR signature),whole_blood_buffy_coat,ACTIVE,placeholder_no_canonical_signature,,No cookbook validation; placeholder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chronic_hiv,chronic,chronic active HIV,whole_blood_buffy_coat,ACTIVE,lineage_specific_depletion_CD4_targeting,immune:naive_CD4_T_cells,clinical literature; HIV gp120-CD4 lineage selectivity,,,,,-0.5/-1.5,-0.0/-0.5,-1.0/-2.0,-0.0/-0.5,,,+0.5/+1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chronic_hepatitis_bc,chronic,chronic active hepatitis B/C,whole_blood_buffy_coat,ACTIVE,pooled_positive_with_hcc_pre_malignant_pathway,"secretory:liver,immune:plasma_cells,immune:kupffer_cells",clinical literature; HCC pre-malignant pathway,,-0.3/-0.7,,+0.5/+1.5,,,,,,,,,,,,,,,,,+0.5/+1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+0.0/+0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chronic_cmv,chronic,chronic active CMV (memory inflation),whole_blood_buffy_coat,ACTIVE,memory_inflation_lineage_skew,immune:memory_T_cells_pooled,memory inflation literature,,,,,,,,-0.3/-0.7,,+1.0/+2.0,+1.0/+2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chronic_ebv,chronic,chronic active EBV,whole_blood_buffy_coat,ACTIVE,memory_inflation_lineage_skew,"immune:memory_B_cells,immune:memory_T_cells_pooled",clinical literature,,,+0.5/+1.5,,,,,,,,+0.5/+1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recent_vaccination,context,within 6 weeks of vaccination,whole_blood_buffy_coat,NORMAL_VARIANT,context_driven_resolves,,normal vaccine response biology,,+0.5/+1.5,+0.3/+0.7,+0.5/+1.5,+0.3/+0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recent_infection_bacterial,context,active acute bacterial infection,whole_blood_buffy_coat,NORMAL_VARIANT,context_driven_resolves,,normal infection response,,,,,+0.0/+0.5,,,,,,,,,+1.0/+2.0,,,,+0.5/+1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recent_infection_viral,context,active acute viral infection,whole_blood_buffy_coat,NORMAL_VARIANT,context_driven_resolves,,normal viral response,,,,,+0.5/+1.5,+0.5/+1.5,,,,,,,+0.5/+1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
